report_month,ministry,sector,sl_no,project_name,implementing_agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,cost_overrun_pct,expenditure_original_cost_pct,expenditure_revised_cost_pct,progress_expenditure_gap_pct,project_age_months,planned_duration_months,remaining_duration_months,remaining_progress_pct,schedule_slippage_months,completion_date_revised_flag,monthly_progress_change_pct,monthly_expenditure_change_cr,monthly_revised_cost_change_cr,monthly_cost_growth_pct,progress_velocity_pct_per_month,expenditure_growth_pct,required_progress_velocity_pct_per_month,velocity_gap_pct_points,report_month_dt,approval_date_dt,start_date_dt,original_completion_date_dt,revised_completion_date_dt,max_available_horizon,gap_to_next_snapshot,prev_cost_overrun_pct,prev_physical_progress_pct,prev_completion_revised_flag,cost_overrun_trend_1m,progress_trend_1m,rolling_progress_velocity_3m,rolling_cost_growth_3m,rolling_expenditure_growth_3m,snapshots_so_far,next_cost_overrun_pct,next_completion_revised_flag,next_schedule_slippage_months,y_cost_risk_1m,y_schedule_risk_1m,y_combined_risk_1m,y_cost_overrun_actual_next,expected_progress_pct,progress_gap_enhanced_pct,prev_overall_risk_proxy,prev_progress_gap_enhanced_pct,progress_gap_change_1m,prev_expenditure_pct,expenditure_progress_efficiency_gap,prev_expenditure_progress_efficiency_gap,efficiency_gap_change_1m,prev_progress_velocity,progress_velocity_change_1m,prev_expenditure_growth,expenditure_growth_change_1m,financial_efficiency_risk,progress_risk,data_quality_score
2026-06,Ministry of Road Transport & Highways,Roads & Highways,861,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,NHIDCL,618286,Assam,09/2021,11/2021,11/2024,12/2026,746.76,746.76,426.91,81.07,0.0,57.168300391,57.168300391,-23.901699609,54.97,36.01,6.01,18.93,24.97,1,1.84,9.89,0.0,0.0,1.84,2.37158889262,3.14975041597,-1.30975041597,2026-06-01,2021-09-01,2021-11-01,2024-11-01,2026-12-01,1,1.0,0.0,79.23,1.0,0.0,1.8399999999999888,2.356666666666667,0.0,3.561963124833333,5,0.0,1.0,24.97,0.0,0.0,0.0,0.0,90.1639344262295,9.09393442622951,,9.294590163934416,-0.2006557377049063,55.8439123681,-23.90169960899999,-23.386087631900004,-0.5156119770999865,2.76,-0.9199999999999997,1.64278054012,0.7288083525000002,0.3809612771305388,0.46197269602501057,0.8137718820408764
2026-07,Ministry of Road Transport & Highways,Roads & Highways,801,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,NHIDCL,618286,Assam,09/2021,11/2021,11/2024,12/2026,746.76,746.76,435.79,81.07,0.0,58.3574374632,58.3574374632,-22.7125625368,55.95,36.01,5.03,18.93,24.97,1,0.0,8.88,0.0,0.0,0.0,2.08006371366,3.7634194831,-3.7634194831,2026-07-01,2021-09-01,2021-11-01,2024-11-01,2026-12-01,0,,0.0,81.07,1.0,0.0,0.0,1.5333333333333332,0.0,2.0314777154666666,6,,,,,,,,91.80327868852459,10.733278688524592,,9.09393442622951,1.639344262295083,57.168300391,-22.712562536799993,-23.90169960899999,1.1891370721999976,1.84,-1.84,2.37158889262,-0.2915251789600002,0.4395193472160344,0.42225915295006655,0.8549653959035206
2026-01,Ministry of Road Transport & Highways,Roads & Highways,864,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,11/2023,12/2024,06/2027,,1338.61,1338.61,0.0,8.0,0.0,0.0,0.0,-8.0,13.01,29.96,,92.0,,0,,,,,,,,,2026-01-01,2023-11-01,2024-12-01,2027-06-01,,6,3.0,,,,,,,,,1,0.0,0.0,0.0,,,,0.0,43.333333333333336,35.333333333333336,,,,,-8.0,,,,,,,0.38010363805744335,0.640573509844616,0.3187794910035868
2026-04,Ministry of Road Transport & Highways,Roads & Highways,890,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,11/2023,12/2024,06/2027,06/2027,1338.61,1338.61,0.0,12.45,0.0,0.0,0.0,-12.45,15.97,29.96,14.0,87.55,0.0,0,4.45,0.0,0.0,0.0,4.45,,6.25357142857,-1.80357142857,2026-04-01,2023-11-01,2024-12-01,2027-06-01,2027-06-01,3,1.0,0.0,8.0,0.0,0.0,4.449999999999999,4.45,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,40.88333333333334,,35.333333333333336,5.550000000000004,0.0,-12.45,-8.0,-4.449999999999999,,,,,0.2806177488952358,0.698558515476111,0.6057550711867883
2026-05,Ministry of Road Transport & Highways,Roads & Highways,892,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,11/2023,12/2024,06/2027,06/2027,1338.61,1338.61,0.0,12.45,0.0,0.0,0.0,-12.45,16.95,29.96,13.01,87.55,0.0,0,0.0,0.0,0.0,0.0,0.0,,6.72943889316,-6.72943889316,2026-05-01,2023-11-01,2024-12-01,2027-06-01,2027-06-01,2,1.0,0.0,12.45,0.0,0.0,0.0,2.225,0.0,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.666666666666664,44.21666666666667,,40.88333333333334,3.3333333333333286,0.0,-12.45,-12.45,0.0,4.45,-4.45,,,0.36501776824198173,0.6857497909921595,0.6929617407183404
2026-06,Ministry of Road Transport & Highways,Roads & Highways,862,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,11/2023,12/2024,06/2027,06/2027,1338.61,1338.61,0.0,12.45,0.0,0.0,0.0,-12.45,17.97,29.96,11.99,87.55,0.0,0,0.0,0.0,0.0,0.0,0.0,,7.30191826522,-7.30191826522,2026-06-01,2023-11-01,2024-12-01,2027-06-01,2027-06-01,1,1.0,0.0,12.45,0.0,0.0,0.0,1.4833333333333334,0.0,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,47.55,,44.21666666666667,3.3333333333333286,0.0,-12.45,-12.45,0.0,0.0,0.0,,,0.36501776824198173,0.5789683516602012,0.7608783632385625
2026-07,Ministry of Road Transport & Highways,Roads & Highways,802,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,11/2023,12/2024,06/2027,06/2027,1338.61,1338.61,199.15,12.45,0.0,14.8773727972,14.8773727972,2.42737279716,18.96,29.96,11.01,87.55,0.0,0,0.0,199.15,0.0,0.0,0.0,,7.95186194369,-7.95186194369,2026-07-01,2023-11-01,2024-12-01,2027-06-01,2027-06-01,0,,0.0,12.45,0.0,0.0,0.0,0.0,0.0,,5,,,,,,,,63.33333333333333,50.883333333333326,,47.55,3.3333333333333286,0.0,2.4273727972000003,-12.45,14.8773727972,0.0,0.0,,,0.5388228654851925,0.5826802977563782,0.8137718820408764
2026-01,Ministry of Road Transport & Highways,Roads & Highways,865,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,02/2024,02/2025,08/2027,,1081.15,1081.15,0.0,11.0,0.0,0.0,0.0,-11.0,10.97,29.93,,89.0,,0,,,,,,,,,2026-01-01,2024-02-01,2025-02-01,2027-08-01,,6,3.0,,,,,,,,,1,0.0,0.0,0.0,,,,0.0,36.666666666666664,25.666666666666664,,,,,-11.0,,,,,,,0.37002126360801657,0.5560711425572583,0.3187794910035868
2026-04,Ministry of Road Transport & Highways,Roads & Highways,891,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,02/2024,02/2025,08/2027,08/2027,1081.15,1081.15,0.0,28.74,0.0,0.0,0.0,-28.74,13.93,29.93,16.0,71.26,0.0,0,17.74,0.0,0.0,0.0,17.74,,4.45375,13.28625,2026-04-01,2024-02-01,2025-02-01,2027-08-01,2027-08-01,3,1.0,0.0,11.0,0.0,0.0,17.74,17.74,0.0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.666666666666664,17.926666666666666,,25.666666666666664,-7.739999999999998,0.0,-28.74,-11.0,-17.74,,,,,0.21297439944955746,0.598905903710008,0.6057550711867883
2026-05,Ministry of Road Transport & Highways,Roads & Highways,893,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,02/2024,02/2025,08/2027,08/2027,1081.15,1081.15,0.0,30.8,0.0,0.0,0.0,-30.8,14.92,29.93,15.01,69.2,0.0,0,2.06,0.0,0.0,0.0,2.06,,4.61025982678,-2.55025982678,2026-05-01,2024-02-01,2025-02-01,2027-08-01,2027-08-01,2,1.0,0.0,28.74,0.0,0.0,2.0600000000000023,9.9,0.0,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.2,,17.926666666666666,1.2733333333333334,0.0,-30.8,-28.74,-2.0600000000000023,17.74,-15.679999999999998,,,0.23716827783848957,0.6022569998252197,0.6929617407183404
2026-06,Ministry of Road Transport & Highways,Roads & Highways,863,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,02/2024,02/2025,08/2027,08/2027,1081.15,1081.15,0.0,32.59,0.0,0.0,0.0,-32.59,15.93,29.93,14.0,67.41,0.0,0,1.79,0.0,0.0,0.0,1.79,,4.815,-3.025,2026-06-01,2024-02-01,2025-02-01,2027-08-01,2027-08-01,1,1.0,0.0,30.8,0.0,0.0,1.7900000000000027,7.196666666666666,0.0,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,20.743333333333332,,19.2,1.543333333333333,0.0,-32.59,-30.8,-1.7900000000000027,2.06,-0.27,,,0.23670628865087234,0.49042376831331447,0.7608783632385625
2026-07,Ministry of Road Transport & Highways,Roads & Highways,803,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,02/2024,02/2025,08/2027,08/2027,1081.15,1081.15,163.12,35.0,0.0,15.0876381631,15.0876381631,-19.9123618369,16.92,29.93,13.01,65.0,0.0,0,2.41,163.12,0.0,0.0,2.41,,4.99615680246,-2.58615680246,2026-07-01,2024-02-01,2025-02-01,2027-08-01,2027-08-01,0,,0.0,32.59,0.0,0.0,2.4099999999999966,2.0866666666666664,0.0,,5,,,,,,,,56.666666666666664,21.666666666666664,,20.743333333333332,0.923333333333332,0.0,-19.9123618369,-32.59,12.677638163100003,1.79,0.6200000000000001,,,0.46716299074842194,0.4881870652667715,0.8137718820408764
2025-12,Ministry of Road Transport & Highways,Roads & Highways,806,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,06/2024,224.85,224.85,204.19,0.0,0.0,90.8116522126,90.8116522126,90.8116522126,66.0,30.0,-18.0,100.0,18.0,1,,,,,,,,,2025-12-01,2020-03-01,2020-06-01,2022-12-01,2024-06-01,7,1.0,,,,,,,,,1,0.0,1.0,18.0,0.0,0.0,0.0,0.0,100.0,100.0,,,,,90.8116522126,,,,,,,0.5431106248504962,0.7721041864654146,0.37711282433692017
2026-01,Ministry of Road Transport & Highways,Roads & Highways,866,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,06/2024,224.85,224.85,204.19,97.0,0.0,90.8116522126,90.8116522126,-6.18834778741,67.02,30.0,-19.02,3.0,18.0,1,97.0,0.0,0.0,0.0,97.0,0.0,,,2026-01-01,2020-03-01,2020-06-01,2022-12-01,2024-06-01,6,3.0,0.0,0.0,1.0,0.0,97.0,97.0,0.0,0.0,2,0.0,1.0,38.97,,,,0.0,100.0,3.0,,100.0,-97.0,90.8116522126,-6.188347787400005,90.8116522126,-97.0,,,,,0.41893551189275463,0.3579276606420747,0.5474217378534549
2026-04,Ministry of Road Transport & Highways,Roads & Highways,892,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,03/2026,224.85,224.85,204.31,97.76,0.0,90.8650211252,90.8650211252,-6.89497887481,69.98,30.0,-1.02,2.24,38.97,1,0.76,0.12,0.0,0.0,0.76,0.0587687937705,,,2026-04-01,2020-03-01,2020-06-01,2022-12-01,2026-03-01,3,1.0,0.0,97.0,1.0,0.0,0.7600000000000051,48.88,0.0,0.02938439688525,3,0.0,1.0,38.97,0.0,0.0,0.0,0.0,100.0,2.239999999999995,,3.0,-0.7600000000000051,90.8116522126,-6.894978874800003,-6.188347787400005,-0.7066310873999981,97.0,-96.24,0.0,0.0587687937705,0.5046004219705338,0.4686849073057166,0.6346284073850071
2026-05,Ministry of Road Transport & Highways,Roads & Highways,894,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,03/2026,224.85,224.85,204.31,97.76,0.0,90.8650211252,90.8650211252,-6.89497887481,70.97,30.0,-2.0,2.24,38.97,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-01,2020-03-01,2020-06-01,2022-12-01,2026-03-01,2,1.0,0.0,97.76,1.0,0.0,0.0,32.586666666666666,0.0,0.0195895979235,4,0.0,1.0,38.97,0.0,0.0,0.0,0.0,100.0,2.239999999999995,,2.239999999999995,0.0,90.8650211252,-6.894978874800003,-6.894978874800003,0.0,0.76,-0.76,0.0587687937705,-0.0587687937705,0.5285446391812179,0.3722091363806065,0.7025450299052292
2026-06,Ministry of Road Transport & Highways,Roads & Highways,864,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,03/2026,224.85,224.85,209.94,97.76,0.0,93.3689126084,93.3689126084,-4.39108739159,71.98,30.0,-3.02,2.24,38.97,1,0.0,5.63,0.0,0.0,0.0,2.75561646518,,,2026-06-01,2020-03-01,2020-06-01,2022-12-01,2026-03-01,1,1.0,0.0,97.76,1.0,0.0,0.0,0.2533333333333333,0.0,0.9381284196501668,5,0.0,1.0,38.97,0.0,0.0,0.0,0.0,100.0,2.239999999999995,,2.239999999999995,0.0,90.8650211252,-4.39108739160001,-6.894978874800003,2.503891483199993,0.0,0.0,0.0,2.75561646518,0.6479064953884515,0.3512840262484479,0.7554385487075431
2026-07,Ministry of Road Transport & Highways,Roads & Highways,804,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,03/2020,06/2020,12/2022,03/2026,224.85,224.85,209.95,97.76,0.0,93.3733600178,93.3733600178,-4.38663998221,72.97,30.0,-4.01,2.24,38.97,1,0.0,0.00999999999999,0.0,0.0,0.0,0.00476326569496,,,2026-07-01,2020-03-01,2020-06-01,2022-12-01,2026-03-01,0,,0.0,97.76,1.0,0.0,0.0,0.0,0.0,0.92012657695832,6,,,,,,,,100.0,2.239999999999995,,2.239999999999995,0.0,93.3689126084,-4.386639982200009,-4.39108739160001,0.004447409400000879,0.0,0.0,2.75561646518,-2.7508531994850403,0.5306694758329193,0.3512840262484479,0.7966320625701873
2025-12,Ministry of Road Transport & Highways,Roads & Highways,1131,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,02/2025,202.36,202.36,0.0,0.0,0.0,0.0,0.0,0.0,62.0,17.97,-9.95,100.0,34.07,1,,,,,,,,,2025-12-01,2020-07-01,2020-10-01,2022-04-01,2025-02-01,7,1.0,,,,,,,,,1,0.0,1.0,36.99,0.0,1.0,1.0,0.0,100.0,100.0,,,,,0.0,,,,,,,0.40521227151698386,0.7721041864654146,0.37711282433692017
2026-01,Ministry of Road Transport & Highways,Roads & Highways,1364,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,05/2025,202.36,202.36,89.76,34.0,0.0,44.3565922119,44.3565922119,10.3565922119,63.01,17.97,-8.05,66.0,36.99,1,34.0,89.76,0.0,0.0,34.0,,,,2026-01-01,2020-07-01,2020-10-01,2022-04-01,2025-05-01,6,3.0,0.0,0.0,1.0,0.0,34.0,34.0,0.0,,2,0.0,1.0,56.02,,,,0.0,100.0,66.0,,100.0,-34.0,0.0,10.3565922119,0.0,10.3565922119,,,,,0.6288874471133316,0.7721041864654146,0.5474217378534549
2026-04,Ministry of Road Transport & Highways,Roads & Highways,1550,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,94.2,45.52,0.0,46.5507017197,46.5507017197,1.03070171971,65.97,17.97,8.02,54.48,56.02,1,11.52,4.44,0.0,0.0,11.52,4.94652406417,6.79301745636,4.72698254364,2026-04-01,2020-07-01,2020-10-01,2022-04-01,2026-12-01,3,1.0,0.0,34.0,1.0,0.0,11.520000000000003,22.76,0.0,4.94652406417,3,0.0,1.0,56.02,0.0,0.0,0.0,0.0,89.1891891891892,43.66918918918919,,66.0,-22.33081081081081,44.3565922119,1.030701719699998,10.3565922119,-9.325890492200003,34.0,-22.48,,,0.3943135021700046,0.9413382426743053,0.6929617407183404
2026-05,Ministry of Road Transport & Highways,Roads & Highways,1561,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,94.2,45.55,0.0,46.5507017197,46.5507017197,1.00070171971,66.96,17.97,7.03,54.45,56.02,1,0.03,0.0,0.0,0.0,0.03,0.0,7.7453769559,-7.7153769559,2026-05-01,2020-07-01,2020-10-01,2022-04-01,2026-12-01,2,1.0,0.0,45.52,1.0,0.0,0.029999999999994,15.183333333333332,0.0,2.473262032085,4,0.0,1.0,56.02,0.0,0.0,0.0,0.0,90.54054054054053,44.990540540540536,,43.66918918918919,1.3213513513513462,46.5507017197,1.0007017197000039,1.030701719699998,-0.02999999999999403,11.52,-11.49,4.94652406417,-4.94652406417,0.4661574482623832,0.6606203017043225,0.7608783632385625
2026-06,Ministry of Road Transport & Highways,Roads & Highways,1459,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,102.12,46.77,0.0,50.4645186796,50.4645186796,3.69451867958,67.98,17.97,6.01,53.23,56.02,1,1.22,7.92,0.0,0.0,1.22,8.4076433121,8.85690515807,-7.63690515807,2026-06-01,2020-07-01,2020-10-01,2022-04-01,2026-12-01,1,1.0,0.0,45.55,1.0,0.0,1.220000000000006,4.256666666666667,0.0,4.451389125423333,5,0.0,1.0,56.02,0.0,0.0,0.0,0.0,91.8918918918919,45.1218918918919,,44.990540540540536,0.13135135135136267,46.5507017197,3.6945186795999945,1.0007017197000039,2.6938169598999906,0.03,1.19,0.0,8.4076433121,0.6257682254113476,0.5141418351648848,0.8137718820408764
2026-07,Ministry of Road Transport & Highways,Roads & Highways,1382,"Construction of 2-lane with Paved shoulder of Kohima- Bypass Road Connecting NH- 39New NH-02, NH-150New NH-02, NH-61New NH-29, NH-39New NH-02 from Design Km 32.00 to Design Km 43.454Design Length-11.454 Km in the State of Nagaland under SARDP-NE on EPC Mode Package-IV",NHIDCL,618290,Nagaland,07/2020,10/2020,04/2022,12/2026,202.36,202.36,102.32,46.77,0.0,50.5633524412,50.5633524412,3.79335244119,68.96,17.97,5.03,53.23,56.02,1,0.0,0.2,0.0,0.0,0.0,0.195848021935,10.5825049702,-10.5825049702,2026-07-01,2020-07-01,2020-10-01,2022-04-01,2026-12-01,0,,0.0,46.77,1.0,0.0,0.0,0.4166666666666667,0.0,2.867830444678333,6,,,,,,,,93.24324324324324,46.47324324324324,,45.1218918918919,1.3513513513513402,50.4645186796,3.7933524411999997,3.6945186795999945,0.09883376160000523,1.22,-1.22,8.4076433121,-8.211795290165,0.4725979574405536,0.5320396567701096,0.8549653959035206
2025-12,Ministry of Road Transport & Highways,Roads & Highways,1132,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,618291,Nagaland,07/2020,06/2023,06/2025,,159.85,342.29,0.0,0.0,114.131998749,0.0,0.0,0.0,30.03,24.02,,100.0,,0,,,,,,,,,2025-12-01,2020-07-01,2023-06-01,2025-06-01,,7,1.0,,,,,,,,,1,114.131998749,0.0,-3.02,1.0,0.0,1.0,114.131998749,100.0,100.0,,,,,0.0,,,,,,,0.40521227151698386,0.7721041864654146,0.3187794910035868
2026-01,Ministry of Road Transport & Highways,Roads & Highways,1365,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,618291,Nagaland,07/2020,06/2023,06/2025,03/2025,159.85,342.29,74.36,35.0,114.131998749,46.518611198,21.7242688948,-13.2757311052,31.05,24.02,-10.05,65.0,-3.02,0,35.0,74.36,0.0,0.0,35.0,,,,2026-01-01,2020-07-01,2023-06-01,2025-06-01,2025-03-01,6,3.0,114.131998749,0.0,0.0,0.0,35.0,35.0,0.0,,2,114.131998749,1.0,18.0,,,,114.131998749,100.0,65.0,,100.0,-35.0,0.0,11.518611198000002,0.0,11.518611198000002,,,,,0.6375387728456549,0.7721041864654146,0.5474217378534549
2026-04,Ministry of Road Transport & Highways,Roads & Highways,1551,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,618291,Nagaland,07/2020,06/2023,06/2025,12/2026,159.85,342.29,84.22,37.38,114.131998749,52.6868939631,24.6048672179,-12.7751327821,34.0,24.02,8.02,62.62,18.0,1,2.38,9.86,0.0,0.0,2.38,13.259817106,7.80798004988,-5.42798004988,2026-04-01,2020-07-01,2023-06-01,2025-06-01,2026-12-01,3,1.0,114.131998749,35.0,0.0,0.0,2.3800000000000026,18.69,0.0,13.259817106,3,114.131998749,1.0,18.0,1.0,0.0,1.0,114.131998749,80.95238095238095,43.572380952380946,,65.0,-21.427619047619054,46.518611198,15.306893963099995,11.518611198000002,3.788282765099993,35.0,-32.62,,,0.6616265490871086,0.7222189669220702,0.6929617407183404
2026-05,Ministry of Road Transport & Highways,Roads & Highways,1562,"Construction of 2-lane with Paved shoulder of Kohima-Bypass Road connecting NH- 39 New NH-02, NH150New NH-02, NH7-61 New NH-29 and NH-39 New NH-02 from Design km 21.000 to km 32.268 [Design length11.268 km] in the state of Nagaland Under SARDP-NE on EPC Mode Package- 3",NHIDCL,618291,Nagaland,07/2020,06/2023,06/2025,12/2026,159.85,342.29,84.66,37.38,114.131998749,52.9621520175,24.7334131876,-12.6465868124,34.99,24.02,7.03,62.62,18.0,1,0.0,0.44,0.0,0.0,0.0,0.522441225362,8.90753911807,-8.90753911807,2026-05-01,2020-07-01,2023-06-01,2025-06-01,2026-12-01,2,1.0,114.131998749,37.38,1.0,0.0,0.0,12.46,0.0,6.891129165681,4,114.131998749,1.0,18.0,1.0,0.0,1.0,114.131998749,83.33333333333334,45.95333333333334,,43.572380952380946,2.380952380952394,52.6868939631,15.5821520175,15.306893963099995,0.2752580544000054,2.38,-2.38,13.259817106,-12.737375880638,0.5058923361881159,0.5785988191356826,0.7608783632385625
